title,add1,city,add2,email,pobox,phone1,contact,fax,description,isPaid,webpage,lat,lng,subCatId
"Nepal Health Professional Council",Bansbari,Kathmandu,Nepal,nhpc@healthnet.org.np,"13839, Ktm","4373118, 4375079",,4373118,,N,,27.8009346,85.5560635,121
"Nepal Heart Foundation",Babarmahal,Kathmandu,Nepal,nehf@wlink.com.np,"5105, Ktm",4245040,,,,N,,27.6920682,85.324449,121
"Nepal Herbs & Herbal Product Association",Tripureshwor,Kathmandu,Nepal,herbsassociation@yahoo.com,,"4264428, 4218335",,4264833,,N,,27.6949964,85.3149142,121
"Nepal Himalaya Overseas Traders Association",Mahaboudha,Kathmandu,Nepal,nthbta@wlink.com.np,"20801, Ktm","4244201, 4268417",,4268417,,N,,27.7059032,85.3129755,121
"Nepal Himalayan Simapar Banigya Sangh",Mahaboudha,Kathmandu,Nepal,nthbta@wlink.com.np,,2442010,,4268417,,N,,27.7059032,85.3129755,121
"Nepal Himalayapar Banijya Sangh",Kantipath,Kathmandu,Nepal,,"133, Ktm","4225490, 4225376",,4218636,,N,,27.7040286,85.3136015,121
"Nepal Homoeopathic Chikitsak Sangh",Biratnagar,Biratnagar,Nepal,jiwan@ben.com.np,,021-530230,,,,N,,26.5031454,87.298817,121
"Nepal Hosiery Producers' Association",Lazimpat,Kathmandu,Nepal,,,4416597,,4432436,,N,,27.7215031,85.3200837,121
"Nepal Human Rights Organization",Anamnagar,Kathmandu,Nepal,huron@wlink.com.np,"5424, Ktm","4269948, 4229944",,4229944,,N,,27.6976913,85.3297752,121
"Nepal Independent Carpet Worker's Union (NICWU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 201",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Independent Chemical Iron Worker's Union (NICIWU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 304",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Independent Food & Beverage Worker's Union (NIFBWU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 305",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Independent Hotel Worker's Union (NISWU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 303",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Independent Worker's Union (NIWU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 309",,4248073,,N,,27.7029275,85.3223452,121
"Nepal India Chemists & Druggists Association (NICDA)",Chhetrapati,Kathmandu,Nepal,,,4269483,,4269483,,N,,27.7112473,85.3087748,121
"Nepal Insurance Association (C/O of Premier Insurance)",Tripureshwor,Kathmandu,Nepal,,,"4259567, 4252872, 4249956",,,,N,,27.6949964,85.3149142,121
"Nepal Internationall Taekwon-Do Federation",Tripureshwor,Kathmandu,Nepal,taekwondo55itf@hotmail.com,,4101045,,4620296,,N,www.nitf.com.np,27.6949964,85.3149142,121
"Nepal Jain Council",Kamalpokhari,Kathmandu,Nepal,,"20089, Ktm","4422124, 4418619, 4422689",,,,N,,27.7110759,85.3243996,121
"Nepal Janajati Mahasangh",Lalitpur,Kathmandu,Nepal,,,5555054,,,,N,,27.6820254,85.2727929,121
"Nepal Journalist Association",Maitighar,Kathmandu,Nepal,manjushakya@hotmail.com,"285, Ktm",4262426,,4279544,,N,,27.6919767,85.3229913,121
"Nepal Judo Association",Tripureshwor,Kathmandu,Nepal,horizon@mos.com.np,"676, Ktm","4268828, 9851020343",,4350142,,N,,27.6949964,85.3149142,121
"Nepal Jute Mills Association",Biratnagar,Biratnagar,Nepal,mmabrt@cworld.com.np,"139, Brt","526852, 528657",,524732,,N,,26.5031454,87.298817,121
"Nepal Kidney Care Foundation",Babarmahal,Kathmandu,Nepal,amadhu@mail.com.np,,4220996,,,,N,,27.6920682,85.324449,121
"Nepal Laryngectomee Association",Maharajgunj,Kathmandu,Nepal,,"8975 EPC 4081",4442443,,,,N,,27.7364789,85.3304212,121
"Nepal Leather Industries Association",Anamnagar,Kathmandu,Nepal,giris@atc.net.com.np,"9944, Ktm",4265248,,4228978,,N,,27.6976913,85.3297752,121
"Nepal Leather Industry & Trade Association",Birgunj,Birgunj,Nepal,,"71, Birgunj",522040,,522091,,N,,27.0189615,84.8890801,121
"Nepal Leprosy Disease Prevention Association",Maharajgunj,Kathmandu,Nepal,,"433, ktm",4413047,,4373234,,N,,27.7364789,85.3304212,121
"Nepal Leprosy Relief Association (NELRA)",Maharajgunj,Kathmandu,Nepal,nelra@htp.com.np,"433, Ktm",4720047,,4721914,,N,,27.7364789,85.3304212,121
"Nepal Leprosy Trust",Lagankhel,Lalitpur,Nepal,nlt@mail.com.np,"96, Ktm","5521622, 5523322",,5523322,,N,,27.6659949,85.3226683,121
"Nepal Medical Association","Exhibition Road",Kathmandu,Nepal,mail@nma.org.np,"189, Ktm","4225860, 4231825",,4225300,,N,www.nma.org.np,NULL,NULL,121
"Nepal Medical Association","Biratnagar (Branch)",Biratnagar,Nepal,,,526999,,,,N,,26.5031454,87.298817,121
"Nepal Medical Association","Birgunj (Branch)",Birgunj,Nepal,,,"527250, 526011",,,,N,,27.0189615,84.8890801,121
"Nepal Medical Council",Bansbari,Kathmandu,Nepal,,"13890, Ktm",4371566,,4372318,,N,,27.8009346,85.5560635,121
"Nepal Medical Education Society",Putalisadak,Kathmandu,Nepal,nmes8@yahoo.com,,4253426,,,,N,www.xzmc.edu.cn,27.7029275,85.3223452,121
"Nepal Metal Association of Commerce & Industries",Pyukhatole,Kathmandu,Nepal,,,4218086,,4218086,,N,,NULL,NULL,121
"Nepal Meter Taxi Sangh",Kuleshwor,Kathmandu,Nepal,,,"4224374, 4244485",,,,N,,27.6899521,85.2955242,121
"Nepal Motion Picture Association",Bishalnagar,Kathmandu,Nepal,nempa@col.com.np,"20332, Ktm","4436745, 4439498",,4438654,,N,,27.7181466,85.3348486,121
"Nepal Mountaineering Foundation (NMF)",Bhatbhateni,Kathmandu,Nepal,nmf@wlink.com.np,"1289, Ktm",4437276,,,,N,www.nmf.com.np,27.721185,85.3323593,121
"Nepal Mountaineering Instructor Association",Gairidhara,Kathmandu,Nepal,nmia@ccsl.com.np,"4562, Ktm",4433660,,,,N,,27.71915,85.3262218,121
"Nepal Mudran Udhyog Sangh",Balkhu,Kathmandu,Nepal,,"3152, Ktm",4288924,,4288925,,N,,27.6862726,85.2948778,121
"Nepal National Ex-Servicemens Association Security Service",Pulchowk,Lalitpur,Nepal,nnesma@vianet.com.np,"8975 EPC 1239","5523915, 5544834",,,,N,,27.6782363,85.3168528,121
"Nepal National Federation of the Deaf & Hard of Hearing (NFDH)",Dhobidhara,Kathmandu,Nepal,nfdh@wlink.com.np,"11338, Ktm",4426168,,4434714,,N,,27.7092566,85.3254071,121
"Nepal National Teachers Association",Kumaripati,Kathmandu,Nepal,nnta@hons.com.np,"107, Ltp",5527581,,5538418,,N,,27.6699427,85.3204068,121
"Nepal Nirman Byawasai Mahasangh",Anamnagar,Kathmandu,Nepal,scan@wlink.com.np,"8975 EPC 5045","4218159, 4218187",,4218231,,N,,27.6976913,85.3297752,121
"Nepal Nursing Association",Lazimpat,Kathmandu,Nepal,nursingan@wlink.com.np,"4780, Ktm","4421738, 4433546",,4433546,,N,,27.7215031,85.3200837,121
"Nepal Nursing Council",Thamel,Kathmandu,Nepal,info@nnc.org.np,"1254, Ktm",4240941,,4377214,,N,www.nnc.org.np,27.7153902,85.3123293,121
"Nepal Paints Manufacturers' Association",Kamalpokhari,Kathmandu,Nepal,nepma@ccsl.com.np,"15, Ktm",4418652,,4446410,,N,,27.7110759,85.3243996,121
"Nepal Paralympic Committee",Bhrikutimandap,Kathmandu,Nepal,,,"4224078, 4446410",,,,N,,27.701813,85.3174794,121
"Nepal Paraveterinary & Livestock Association (NEVLA)",Tripureshwor,Kathmandu,Nepal,,"2148, Ktm",4268955,,,,N,,27.6949964,85.3149142,121
"Nepal Pashmina Udfhyog Sangh",Maitighar,Kathmandu,Nepal,,,"4254713, 4257859",,,,N,,27.6919767,85.3229913,121
"Nepal Pauroti Udyog Sangh",Putalisadak,Kathmandu,Nepal,,"20408, Ktm","4430109, 2001394",,4430153,,N,,27.7029275,85.3223452,121
"Nepal Petroleum Dealers' Association",Buddhanagar,Kathmandu,Nepal,npda@enet.com.np,"7443, Ktm","4781042, 4311187",,4781042,,N,,27.6867401,85.3304212,121
"Nepal Pharmaceuticals Association",Lazimpat,Kathmandu,Nepal,lomus@ntc.net.np,"4506, Ktm","4445755, 4420060",,4436395,,N,,27.7215031,85.3200837,121
"Nepal Photo Journalist Association",Dallu,Kathmandu,Nepal,,,4289003,,,,N,,27.7120275,85.2994028,121
"Nepal Pilot Association",Naxal,Kathmandu,Nepal,nepa@mail.com.np,"12596, Ktm",16216427,,,,N,,27.7159129,85.327837,121
"Nepal Plastic Manufacturers Association",Kupondole,Kathmandu,Nepal,npma1986@gmail.com,,5528185,,5528185,,Y,,27.6862181,85.3149142,121
"Nepal Plywood Manufactures Association",Gyaneshwor,Kathmandu,Nepal,,"10040, Ktm","4424715, 4437237",,4419622,,N,,27.7102351,85.3330053,121
"Nepal Press Council",Tilganga,Kathmandu,Nepal,prescoun_mdf@wlink.com.np,"3077, Ktm","4469878, 4469799",,4469894,,N,,27.7038818,85.3507675,121
"Nepal Press Institute",Babarmahal,Kathmandu,Nepal,npiktm@wlink.com.np,"4128, Ktm","4266418, 4264155",,4264154,,N,www.npiktm.org,27.6920682,85.324449,121
"Nepal Press Union",Anamnagar,Kathmandu,Nepal,murarikumar99@yahoo.com,"19033, Ktm",4264146,,,,N,,27.6976913,85.3297752,121
"Nepal Printers' Association",Balkhu,Kathmandu,Nepal,osscc@wlink.com.np,"3152, Ktm",4288924,,4288925,,N,,27.6862726,85.2948778,121
"Nepal Pulp & Paper Manufacturers' Association",Kalimati,Kathmandu,Nepal,,"363, Ktm",4282834,,4242723,,N,,27.6999738,85.2890594,121
"Nepal Rafting & Canoeing Association (NRCE)",Kathmandu,Kathmandu,Nepal,watersports@wlink.com.np,"3917, Ktm",4256625,,4252731,,N,,27.7172453,85.3239605,121
"Nepal Rangers Association",Babarmahal,Kathmandu,Nepal,ran47@wlink.com.np,,4224775,,4224775,,N,,27.6920682,85.324449,121
"Nepal Rastriya Yatayat Bus Byawasayi Sangh",Koteshwor,Kathmandu,Nepal,,,4601721,,,,N,,27.6755549,85.3459238,121
"Nepal Red Cross Society","Red Cross Marg, Kalimati",Kathmandu,Nepal,nrcs@nrcs.org,"217, Ktm","4270650, 4270167",,4271915,,N,www.nrcs.org,27.702476,85.3202699,121
"Nepal Rice & Oil Mills Association",Kantipath,Kathmandu,Nepal,bajragroup@wlink.com.np,"485, Ktm","4225009, 4228813",,4248695,,N,,27.7040286,85.3136015,121
"Nepal Russia Friendship & Cultural Center",Birgunj,Birgunj,Nepal,,,522687,,,,N,,27.0189615,84.8890801,121
"Nepal Sanitaryware Business Association",Lagankhel,Kathmandu,Nepal,,,"5528405, 5524851, 5523278",,5528068,,N,,27.6659949,85.3226683,121
"Nepal Security Professionals Association",Kalimati,Kathmandu,Nepal,,,2020172,,,,N,,27.6999738,85.2890594,121
"Nepal Soft Tennis Association",Jhochhen,Kathmandu,Nepal,,,"4252648, 4241441, 4251723",,,,N,,27.7024043,85.3068359,121
"Nepal Stainless Steel Utensils Manufacturers' Association",Ganabahal,Kathmandu,Nepal,golchha@mos.com.np,"363, Ktm",4250001,,4249723,,N,,27.7172453,85.3239605,121
"Nepal Stationery & Educational Material Industries Association",Kantipath,Kathmandu,Nepal,pcc@wlink.com.np,"1011, Ktm","4218221, 4430609",,4218221,,N,,27.7040286,85.3136015,121
"Nepal Steel Furniture Industry Association","Patan Industrial Estate",Kathmandu,Nepal,crml@wlink.com.np,,5536313,,6611059,,N,,NULL,NULL,121
"Nepal Steel Rolling Mills Association",Kamalpokhari,Kathmandu,Nepal,,,4418652,,4446410,,N,,27.7110759,85.3243996,121
"Nepal Street Vendor's Union",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 206",,4248073,,N,,27.7029275,85.3223452,121
"Nepal Sugar Mills Association",Kalimati,Kathmandu,Nepal,ptm@mos.com.np,,4282834,,4225538,,N,,27.6999738,85.2890594,121
"Nepal Surgeon Association","Exhibition Road",Kathmandu,Nepal,nma@healthnet.org.np,"189, Ktm",4225860,,4225300,,N,,NULL,NULL,121
"Nepal Taekwondo Association",Satdobato,Kathmandu,Nepal,,,5547483,,5543552,,N,,27.6515356,85.327837,121
"Nepal Tamang Ghedung",Kathmandu,Kathmandu,Nepal,ghedung@enet.com.np,"19564, Ktm",4243940,,,,N,www.tamangghedung.com,27.7172453,85.3239605,121
"Nepal Tea Association",Kamaladi,Kathmandu,Nepal,muna@wlink.com.np,"20561, Ktm","4248390, 4267538",,4241624,,N,,27.709047,85.3194375,121
"Nepal Tea Planters' Association",Jhapa,Jhapa,Nepal,,,"023-520059, 520052",,520679,,N,,26.6252766,87.8920251,121
"Nepal Textile Industries Association","Krishna Galli",Kathmandu,Nepal,,,5529290,,5520291,,N,,27.6799127,85.3189058,121
"Nepal Thalassaemia Society",Kathmandu,Kathmandu,Nepal,mrdurga@wlink.com.np,,"4490332, 9851059501",,,,N,,27.7172453,85.3239605,121
"Nepal Trans Himalayan Trade Association",Kantipath,Kathmandu,Nepal,samukapu@unilever.wlink.com.np,"133, Ktm","4225290, 4226327",,4254048,,N,,27.7040286,85.3136015,121
"Nepal Tuberculosis Relief Association",Kalimati,Kathmandu,Nepal,nata@nttb.wlink.com.np,"1494, Ktm","4276451, 4275395, 4276451",,4270019,,N,,27.6999738,85.2890594,121
"Nepal UNESCO-Club Surkhet","Tatapani, Surkhet",Surkhet,Nepal,opilas@hotmail.com,,"083-520452, 521422",,,,N,,NULL,NULL,121
"Nepal University Teachers Association","Tri Chandra Campus",Kathmandu,Nepal,,,4245798,,4245798,,N,,NULL,NULL,121
"Nepal Vegetable Ghee & Oil Association",Kalimati,Kathmandu,Nepal,,"13871, Ktm",4282834,,4225406,,N,,27.6999738,85.2890594,121
"Nepal Veterinary Chemist & Druggist Association",Tripureshwor,Kathmandu,Nepal,,"13318, Ktm","4263601, 4250770",,,,N,,27.6949964,85.3149142,121
"Nepal Wool Dyeing Association",Jorpati,Kathmandu,Nepal,,"21990, Ktm","4911550, 4486997",,,,N,,27.7278388,85.3782068,121
"Nepal Working Journlist Association",Kathmandu,Kathmandu,Nepal,,,4426720,,,,N,,27.7172453,85.3239605,121
"Nepal World Tourism Journalist Society",Baluwatar,Kathmandu,Nepal,,"3257, Ktm",4426068,,4426444,,N,,27.7254865,85.3297752,121
"Nepal Yarn Producers' Association",Kantipath,Kathmandu,Nepal,jsml@jyoti.mos.com.np,"133, Ktm","4225490, 4226327",,4224720,,N,,27.7040286,85.3136015,121
"Nepal Yatayat Swotantra Majdoor Sangathan",Balaju,Kathmandu,Nepal,,,4356479,,,,N,,27.7309123,85.2955242,121
"Nepal Young Men Christian Association",Kumaripati,Kathmandu,Nepal,ymcanepal@wlink.com.np,"4349, Ktm",5542829,,5573486,,N,,27.6699427,85.3204068,121
"Nepal-Netherlands Friendship & Cultural Association","New Baneshwor",Kathmandu,Nepal,,"1640, Ktm",4470145,,,,N,,27.6915196,85.3420486,121
"Netherlands Alumni Association of Nepal (NAAN)",Maharajgunj,Kathmandu,Nepal,naan01@hotmail.com,,4371882,,,,N,,27.7364789,85.3304212,121
"New Media Club Nepal",Anamnagar,Kathmandu,Nepal,,,"2104053, 9851087176",,,,N,,27.6976913,85.3297752,121
"Old Hindu Youth Association",Pashupati,Kathmandu,Nepal,,,4480776,,,,N,,27.7089338,85.3305928,121
"Organization of Buddhist Monastery of Lalitpur",Lalitpur,Kathmandu,Nepal,,,"5524021, 5527670",,,,N,,27.6820254,85.2727929,121
"Orthodox Tea Producer's Association Nepal (OTPA)",Sinamangal,Kathmandu,Nepal,hodpa@mail.com.np,,4494734,,4495261,,N,,27.6991378,85.3510904,121
"PABSON (Private & Boarding School's Organization)",Dillibazar,Kathmandu,Nepal,pabsoncc@gmail.com,"24973, Ktm","4431586, 4420663",,4438404,,N,,NULL,NULL,121
"Pabson District Office Bhaktapur",Bhaktapur,Kathmandu,Nepal,,,6637029,,,,N,,27.6861986,85.3612147,121
"Pabson District Office Lalitpur",Satdobato,Kathmandu,Nepal,,,5533537,,,,N,,27.6515356,85.327837,121
"Panchayan Samrachan Samiti",Thapathali,Kathmandu,Nepal,,,4260206,,,,N,,27.6894055,85.3226683,121
"Paropakar Sanstha",Bhimsensthan,Kathmandu,Nepal,,,"4260859, 4251614",,4266641,,N,,27.7025261,85.3043516,121
"PATA Nepal Chapter",Gairidhara,Kathmandu,Nepal,office@pata.org.np,"1041, Ktm","4433630, 4433338",,4433463,,N,www.patanepal.org.np,27.71915,85.3262218,121
"Patan Museum Development Committee","Patan Durbar Square",Lalitpur,Nepal,ptmuseum@mos.com.np,,"5521492, 5531938",,,,N,www.patanmuseum.gov.np,27.678881,85.3178937,121
"Pauli Tole Sudhar Samittee",Chapagaon,Kathmandu,Nepal,,,5571288,,,,N,,27.6038812,85.3279178,121
"Petroleum Dealers Association",Biratnagar-5,Biratnagar,Nepal,,,535029,,535029,,N,,26.5031454,87.298817,121
"Photographer Association of Nepal",Tripureshwor,Kathmandu,Nepal,,,4261496,,,,N,,27.6949964,85.3149142,121
"Pokhara Nirman Samagri Byabasaya Sangh",Pokhara,Pokhara,Nepal,,,521084,,522902,,N,,28.2,83.981667,121
"Poor Patient Aid Association Nepal",Ganabahal,Kathmandu,Nepal,lifecare@wlink.com.np,,4245017,,4227934,,N,,27.7172453,85.3239605,121
"Prahari Pariwar Mahila Sangh","Bhrikuti Mandap",Kathmandu,Nepal,,,4227038,,,,N,,27.7010226,85.3200837,121
"Private & Boarding School Employee's Union (PABSEU)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 207",,4248073,,N,,27.7029275,85.3223452,121
"Professionals Social Welfare Association","Jaya Bageshwori",Kathmandu,Nepal,,"1997, Ktm",4471031,,,,N,,27.7117715,85.3424352,121
"Purba Karmachari Sewa Parishad",Lalitpur,Kathmandu,Nepal,,"276, Ktm",5534716,,,,N,,27.6820254,85.2727929,121
"Purwanchal Good Governance Club",Itahari-8,Dharan,Nepal,,,"581167, 584493",,,,N,,26.669464,87.2734554,121
"R. B. Complex Professional Association",Ranamukteshwor,Kathmandu,Nepal,,,"4220032, 4263288 Ext 421",,,,N,,27.7015718,85.3092595,121
"Rastriya Ghar Jagga Byawasayi Sangh",Maharajgunj,Kathmandu,Nepal,,,4721619,,,,N,,27.7364789,85.3304212,121
"Regional Hotel Association Pokhara",Pokhara,Pokhara,Nepal,,,"525733, 522465, 9846029416",,520474,,N,,28.2,83.981667,121
"Regional Hotel Association, Biratnagar",Biratnagar,Biratnagar,Nepal,,,"524450, 523599, 9852020177",,522299,,N,,26.5031454,87.298817,121
"Regional Hotel Association, Birgunj",Birgunj,Birgunj,Nepal,,,527777,,529999,,N,,27.0189615,84.8890801,121
"Regional Hotel Association, Siddharthanagar",Siddharthanagar,Bhairahawa,Nepal,,,"521837, 9857020088",,521666,,N,,27.536327,83.4026266,121
"Reiki Foundation",Thamel,Kathmandu,Nepal,,,"4426731, 4111956",,,,N,,27.7153902,85.3123293,121
"Remote Area Development Committees","Patan Dhoka",Kathmandu,Nepal,hmgradc@ntc.net.np,,"5522034, 5522014",,5522014,,N,,27.6791202,85.321376,121
"Reporters Club",Putalisadak,Kathmandu,Nepal,,"4736, Ktm","4247551, 4257251",,4257251,,N,,27.7029275,85.3223452,121
"Restaurant & Bar Association of Nepal (REBAN)",Tripureshwor,Kathmandu,Nepal,,"6908, Ktm",4258890,,4258890,,N,,27.6949964,85.3149142,121
"Rotary Club of Kathmandu",Thapathali,Kathmandu,Nepal,rotary@wlink.com.np,"1053, Ktm",4245783,,4255344,,N,,27.6894055,85.3226683,121
"Rotary Club of Kathmandu West",Tahachal,Kathmandu,Nepal,,,4271978,,,,N,,27.7036969,85.2909989,121
"SAARC Chamber Crafts Village (SCWEC, Nepal)",Lazimpat,Kathmandu,Nepal,saarc_craftsvillage@yahoo.com,,4440919,,,,N,www.scwecnp.org,27.7215031,85.3200837,121
"Sagarmatha Pollution Control Committee (SPCC)",Solukhumbu,Kathmandu,Nepal,,"7660, ktm",44384820,,4438458,,N,,NULL,NULL,121
"Sanatan Dharma Sewa Samittee",Gaushala,Kathmandu,Nepal,,,4471614,,,,N,,27.7084959,85.3465697,121
"Saundarya Kala Byawasayi Sangh",Patan,Kathmandu,Nepal,,,"5551614, 5520409",,,,N,,27.6820254,85.2727929,121
"Seeds Entrepreneurs' Association of Nepal",Tripureshwor,Kathmandu,Nepal,seanseed@ntc.net.np,"13874, Ktm",4252314,,4313805,,N,www.seedsean.com,27.6949964,85.3149142,121
"Sherpa Association of Nepal",Boudha,Kathmandu,Nepal,sanco@wlink.com.np,"12556, Ktm",4488256,,4488256,,N,www.sherpa.org.np,27.7218976,85.3732227,121
"Shree Krishna Jyoti Sanjeevani Tulsi Sewa Samittee",Gothatar,Kathmandu,Nepal,,,4488251,,,,N,,27.7015916,85.3807886,121
"Shree Krishna Pranami Yuwa Parishad Nepal",Pulchowk,Kathmandu,Nepal,,,5523122,,,,N,,27.6782363,85.3168528,121
"Shree Pashupati Sena Nepal",Ghattekulo,Kathmandu,Nepal,,"20524, Ktm","4770922, 4770583",,,,N,,27.7021237,85.3310673,121
"Siddhartha Club","Siddhartha Chowk",Pokhara,Nepal,,"72, Pkr","521433, 530200",,,,N,,NULL,NULL,121
"Silk Association of Nepal",Tripureshwor,Kathmandu,Nepal,san@nepsilk.wlink.com.np,"335, Ktm",4254093,,4254093,,N,www.nepalsilk.org.np,27.6949964,85.3149142,121
"Sita Memorial Trust","baphal, Kalimati",Kathmandu,Nepal,sunip13@hotmail.com,,4273918,,,,N,,27.7011369,85.2858364,121
"Social Development Association","Banepa Municipality",Banepa,Nepal,,,"661493, 662105",,4274192,,N,,27.6299706,85.5204264,121
"Society of Consulting Architectural & Engineering Firms (SCAEF) Nepal",Tripureshwor,Kathmandu,Nepal,scaef@wlink.com.np,"1513, Ktm","4244632, 4247852",,4247852,,N,www.scaef.com.np,27.6949964,85.3149142,121
"Society of Electrical Engineers Nepal",Bagbazar,Kathmandu,Nepal,,"12342, Ktm",4247948,,,,N,,27.7046582,85.3194375,121
"Society of Environmental Journalists",Anamnagar,Kathmandu,Nepal,sej@wlink.com.np,,4257706,,,,N,,27.6976913,85.3297752,121
"Society of Ex-Budhanilkanth School (SEBS)","Putali Sadak",Kathmandu,Nepal,sebex@sebsonline.org,"3616, Ktm",4411390,,4278625,,N,www.sebsonline.org,27.7029275,85.3223452,121
"Society of Mechanical Engineer's Nepal",Jwagal,Kathmandu,Nepal,cra@ccsl.com.np,"11428, Ktm",5011013,,,,N,,27.6857695,85.3233144,121
"Society of Nepalese Architects",Tripureshwor,Kathmandu,Nepal,sona@htp.com.np,"19483, Ktm",4262252,,,,N,,27.6949964,85.3149142,121
"South Asian Free Media Association Nepal",Anamnagar,Kathmandu,Nepal,safmanepal@mos.com.np,,4268822,,4264689,,N,,27.6976913,85.3297752,121
"South Asian Network Operators Group (SANOG)",Nayabazar,Kathmandu,Nepal,,"13655, Ktm",4362480,,,,N,www.sanog.org/sanog4,27.7191814,85.3096178,121
"Sports For All Nepal",Gyaneshwor,Kathmandu,Nepal,san2065@hotmail.com,"12454, Ktm.",4425835,,,,N,,27.7102351,85.3330053,121
"Student Financial Assistance Fund Development Board (SFAFDB)",Jhamsikhel,Kathmandu,Nepal,sfafdv@wlink.com.np,,5013556,,,,N,,27.6828555,85.3019883,121
"Suryoday Youth Club",Birgunj,Birgunj,Nepal,sycparsa@ntc.net.np,,529205,,529205,,N,,27.0189615,84.8890801,121
"T. U. Employees Associations",Ghantaghar,Kathmandu,Nepal,,,4256314,,,,N,,27.6559481,85.3054221,121
"Tamu Bouddha Sewa Samiti Nepal",Anamnagar,Kathmandu,Nepal,,,4243688,,,,N,,27.6976913,85.3297752,121
"Thamel Tourism Development Board",Thamel,Kathmandu,Nepal,ttdb@mail.com.np,"7655, Ktm",4700750,,4701681,,N,,27.7153902,85.3123293,121
"The Association of Chartered Certified Accountants",Sanepa,Kathmandu,Nepal,pratap@ppp.wlink.com.np,"3242, Ktm",5551126,,5532878,,N,www.accaglobal.com,27.6844496,85.3058664,121
"The Association of Cold Storage of Nepal",Dillibazar,Kathmandu,Nepal,,"3423, Ktm",4419364,,4413038,,N,,NULL,NULL,121
"The Association of INGOs in Nepal (AIN)",Lalitpur,Kathmandu,Nepal,,"8980, Ltp",5535580,,5536431,,N,,27.6820254,85.2727929,121
"The Britain-Nepal Medical Trust",Lazimpat,Kathmandu,Nepal,adminktm@bnmt.org.np,"20564, Ktm","4436434, 4428240",,4439108,,N,,27.7215031,85.3200837,121
"The Executive Club",Biratnagar,Biratnagar,Nepal,,,525534,,,,N,,26.5031454,87.298817,121
"The International Association of Lions Clubs",Shreebhadrakali,Kathmandu,Nepal,,,4376294,,,,N,,27.6992624,85.3166913,121
"The Nepal Squash Racket Association",Lalitpur,Kathmandu,Nepal,nepalsquash@mail.com.np,,5550898,,,,N,,27.6820254,85.2727929,121
"The Nepalese Association of the School Librarians (NASL)",Bishalnagar,Kathmandu,Nepal,,,4418159,,,,N,www.nasl.org,27.7181466,85.3348486,121
"The Office of Tibet",Lazimpat,Kathmandu,Nepal,gadenk@mail.com.np,"310, Ktm","4420799, 4419903",,4411660,,N,,27.7215031,85.3200837,121
"The Shakya Foundation Nepal",Teku,Kathmandu,Nepal,,,4226645,,,,N,,27.6953569,85.3039274,121
"T-Help Nepal",Kathmandu,Kathmandu,Nepal,thelpnepal@gmail.com,"1811, Ktm","4434632, 4434619, 4429358",,,,N,,27.7172453,85.3239605,121
"Thimi Jaycees",Thimi,Kathmandu,Nepal,,,6610330,,,,N,,27.6742355,85.3413583,121
"Tourist Guide Association of Nepal (TURGAN)",Kamaladi,Kathmandu,Nepal,,"5344, Ktm",4225102,,4225102,,N,,27.709047,85.3194375,121
"Tulsi Meher Unesco Club","Man Bhawan",Kathmandu,Nepal,tmunesco@wlink.com.np,"8975 EPC 383","5533353, 5531277",,5533353,,N,,27.7189791,85.3007559,121
"Union of Trekking-Travel-Rafting Worker's Nepal (UNITRAV)",Putalisadak,Kathmandu,Nepal,,"10652, Ktm","4248072 Ext. 301",,4248073,,N,,27.7029275,85.3223452,121
"Village Tourism-Nepal (VITOUN)","Tridevi Marg",Kathmandu,Nepal,merotrvl@mos.com.np,"20101, Ktm","4258732, 4266885",,4261149,,N,,27.7139393,85.3139819,121
"Water & Energy Users Federation-Nepal",Putalisadak,Kathmandu,Nepal,wafed@ntc.net.np,"2125, Ktm",4429741,,4419610,,N,www.wafed-nepal.org,27.7029275,85.3223452,121
"Women Entrepreneurs Association of Nepal (WEAN)",Anamnagar,Kathmandu,Nepal,wean@wlink.com.np,"129, Ltp","4770146, 4770726",,,,N,www.wean.org.np,27.6976913,85.3297752,121
"Women's Forum",Battisputali,Kathmandu,Nepal,,,"4471697, 4481456",,,,N,,27.7054834,85.3439863,121
"World United Martial Arts Federation",Chabahil,Kathmandu,Nepal,wumanepal@wlink.com.np,"13525, Ktm",4478311,,4489501,,N,,27.7166069,85.3485072,121
"Astro-Science Forum",Kathmandu,Kathmandu,Nepal,astrologernepal@gmail.com,,9851072188,,,,N,www.astrologernepal.com,27.7172453,85.3239605,122
"Astro-Vaastu Consultancy",Gaushala,Kathmandu,Nepal,,,4499964,,,,N,,27.7084959,85.3465697,122
